cyclomatic_complexity,max_cyclomatic_complexity,avg_cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,loc,sloc,num_methods,num_classes,code_smells_count,change_frequency,bug_history,recent_changes,author_count,is_buggy,file_id,filepath
9.261657864064384,13.817618030658037,4.621625414959299,11.862864921671017,3.0,0.0,2.128489327675974,59.00962513209306,67.05633929263293,1.0,16.0,36.0,49.0,17.0,1.0,4.0,0.06506465833825106,1.0,3.0,2.0,1,35,synthetic_35
2.8164392998437915,4.295773683662629,1.2266382685773913,15.2121359811058,0.0,1.0,0.3440382474987786,45.403519160927125,105.39845504791698,10.0,8.0,275.0,261.0,15.0,2.0,4.0,0.6633014232544375,1.0,3.0,3.0,0,36,synthetic_36
1.5138865750125312,1.2461648108068861,6.1755575614257445,5.553856065213067,1.0,0.0,0.14428482265559248,1.2127504919310947,25.887503932435134,8.0,8.0,63.0,322.0,20.0,1.0,1.0,0.415861667661363,1.0,3.0,7.0,0,37,synthetic_37
6.763753815493309,11.36968786295274,4.674999259390015,6.273492237570877,2.0,3.0,35.19982383289842,19.64705524506325,19.802961239550324,8.0,0.0,102.0,116.0,18.0,2.0,4.0,0.7165360091836681,2.0,2.0,3.0,0,38,synthetic_38
3.9004542129269915,2.949335702248227,1.2545462517409363,9.47329969604944,5.0,1.0,4.465757975136816,3.325606524286384,55.06981585861534,0.0,1.0,22.0,47.0,18.0,1.0,3.0,0.4265333407868342,2.0,0.0,2.0,0,39,synthetic_39
1.650761169772243,29.21083147273303,1.26596160333342,0.4055072150062903,1.0,1.0,3.8803098196425427,8.313938483541547,82.47289214855367,10.0,15.0,333.0,22.0,2.0,3.0,1.0,0.2727612497931346,4.0,2.0,7.0,0,40,synthetic_40
4.417736140670751,31.77562412788023,13.946375686174276,7.774495225122715,1.0,1.0,9.106661189011577,129.515479656883,71.8341684410256,2.0,0.0,300.0,18.0,4.0,3.0,2.0,0.31851006316767766,0.0,2.0,2.0,0,41,synthetic_41
1.1749686072173955,25.635098846338416,2.4065127476568686,4.7511387124725974,2.0,3.0,1.9698020475274667,4.611867065191759,79.92827382238877,3.0,9.0,274.0,195.0,1.0,3.0,1.0,0.6598134630598961,1.0,2.0,4.0,0,42,synthetic_42
13.002114436965119,5.622873964973667,2.3891657814259375,7.934984604639653,1.0,1.0,23.95965002991821,20.727778686270224,28.598124837094325,13.0,17.0,81.0,86.0,4.0,3.0,2.0,0.25939906056121065,1.0,3.0,3.0,0,43,synthetic_43
2.4972888842034306,1.1557731537194438,6.026726209848031,2.5512620656956253,2.0,3.0,12.34714225500469,28.882273048838595,85.14190531929316,6.0,7.0,48.0,358.0,18.0,2.0,2.0,0.30022088637942174,1.0,1.0,6.0,1,44,synthetic_44
6.431278992824902,27.355234573318896,9.826493613889731,44.24159799886049,0.0,1.0,0.7493091091280556,36.366699445732145,6.403548132678573,9.0,10.0,212.0,206.0,5.0,2.0,3.0,0.05105033200516286,1.0,2.0,3.0,0,45,synthetic_45
2.867732908288118,6.589382770530613,13.806321818805952,18.007976277591197,2.0,2.0,4.324518192267118,24.605472721143318,39.316781417214145,3.0,1.0,147.0,36.0,19.0,4.0,4.0,0.19269129174500688,0.0,0.0,1.0,0,46,synthetic_46
4.670554479546143,35.00842016122056,5.1996976903490255,22.73265915786063,2.0,0.0,16.903543681126827,0.29456686153689676,0.28876527581269273,1.0,7.0,49.0,147.0,15.0,1.0,4.0,0.37805409026142855,1.0,0.0,5.0,1,47,synthetic_47
4.956118989908988,34.137354761302056,2.416062998857377,31.134180647555823,3.0,2.0,23.164492824966658,11.856295079935805,19.621459547159393,6.0,7.0,241.0,90.0,28.0,3.0,0.0,0.09480088407899566,0.0,2.0,5.0,0,48,synthetic_48
2.0219429975395284,20.17387017179419,1.2615819810938718,13.800728436977703,2.0,0.0,5.0398995448111386,21.876392807180498,22.821728131459306,5.0,16.0,954.0,134.0,8.0,2.0,3.0,0.06778957626953779,0.0,3.0,1.0,0,49,synthetic_49
18.46403566368113,4.487760681721603,5.503727621363877,1.818641890349117,2.0,3.0,7.603153380611492,2.7590675131215217,25.22335175943337,2.0,14.0,285.0,205.0,20.0,1.0,0.0,0.11298756509258978,1.0,1.0,7.0,0,50,synthetic_50
8.461226885690703,5.862919320986936,3.452081222684479,15.405167265896452,5.0,2.0,1.4620991140543884,12.952436732510478,59.44882510155721,5.0,16.0,279.0,251.0,17.0,1.0,3.0,0.0829239924403037,1.0,1.0,5.0,0,51,synthetic_51
15.02547209645791,20.047266524780795,2.656099375914921,17.67846115742747,0.0,1.0,37.8355574887425,1.0130053711657216,24.596767135570325,10.0,12.0,610.0,283.0,1.0,2.0,1.0,0.07258808309776499,1.0,4.0,2.0,1,52,synthetic_52
12.260759987670983,4.811462314307171,8.104713026434272,27.364332976168185,3.0,0.0,2.1083053201414663,2.4551306882426176,29.77322927819642,14.0,18.0,55.0,48.0,12.0,3.0,4.0,0.16593776043493083,0.0,1.0,5.0,0,53,synthetic_53
5.555272061916375,2.857186162957548,1.3536406239156407,11.300692987659641,5.0,0.0,22.880074651951105,15.171325606067846,13.560532436598896,5.0,4.0,176.0,9.0,26.0,4.0,5.0,0.7152638870306665,1.0,2.0,5.0,1,54,synthetic_54
13.747176896347025,9.137369920602278,3.035515328118863,2.7296933345862446,4.0,2.0,8.39050447574848,4.2716551777398415,23.36052002753381,11.0,11.0,788.0,206.0,19.0,1.0,1.0,0.2122101298675896,1.0,0.0,1.0,0,55,synthetic_55
1.463277294765578,28.512934708070418,1.034255768297625,6.675243605234078,0.0,3.0,7.486577782977552,25.148022117543622,12.891254876652441,4.0,0.0,46.0,21.0,15.0,4.0,3.0,0.06244706713327756,1.0,4.0,7.0,1,56,synthetic_56
2.090673473156337,12.908255977579373,2.8970631087487786,9.022296509492469,0.0,2.0,5.750814020739529,35.08375689475302,3.8006544127693607,3.0,4.0,250.0,61.0,9.0,3.0,3.0,0.024028605266533918,0.0,3.0,4.0,0,57,synthetic_57
1.2314098284341597,9.441123364356555,1.1738512931977774,20.764492232437235,4.0,3.0,2.097880224415701,48.37127157332278,46.24747976592281,9.0,7.0,186.0,5.0,7.0,3.0,3.0,0.35737240345615395,0.0,2.0,5.0,0,58,synthetic_58
2.9676604340154342,2.0222819734932287,1.3794729877935137,16.91563442402839,2.0,3.0,1.5538061601869382,6.699941227735415,55.16307375355345,11.0,12.0,186.0,176.0,2.0,4.0,2.0,0.14476804698294807,0.0,2.0,6.0,0,59,synthetic_59
3.460651458971093,10.545307155177177,1.3750786960223689,8.804135193036123,5.0,0.0,1.992679188964054,5.499034054052308,48.31218650742091,14.0,7.0,249.0,32.0,29.0,3.0,3.0,0.5175067323364817,1.0,3.0,5.0,0,60,synthetic_60
2.5828022160441284,47.10569747846317,4.142705159220915,86.12391544339624,1.0,2.0,1.6506677084364014,3.31346451855227,31.13388075084737,0.0,10.0,540.0,164.0,9.0,1.0,3.0,0.32321153395702923,3.0,3.0,4.0,0,61,synthetic_61
9.82278932620467,2.5092058664226418,5.111793152789418,18.616660169344186,3.0,2.0,12.097926060582372,30.35352344112391,23.884517238994995,9.0,0.0,315.0,724.0,10.0,4.0,4.0,0.47724587016249687,1.0,1.0,1.0,0,62,synthetic_62
3.2061349976493507,8.304953249815037,3.626661331608606,5.4158905751359985,1.0,3.0,3.4478051285845948,36.77384818534799,99.51063609473775,5.0,12.0,21.0,16.0,2.0,3.0,3.0,0.09521403355631157,0.0,3.0,4.0,0,63,synthetic_63
2.649014200671246,21.986086379007943,10.824160627307132,2.1468600924977372,4.0,2.0,0.47666406666214783,0.9628724020809634,36.60290274007968,1.0,18.0,393.0,17.0,19.0,4.0,1.0,0.3536464524607246,0.0,3.0,1.0,0,64,synthetic_64
4.91203541603873,14.5003424835367,2.4093897337608015,3.3177658517965174,0.0,1.0,27.816673732214195,82.56582163346727,32.61771957576247,12.0,2.0,61.0,67.0,11.0,1.0,2.0,0.09198281464010424,3.0,0.0,2.0,0,65,synthetic_65
1.7594907391031442,12.940744253016732,2.0094074722616764,5.646136987902819,0.0,1.0,17.218567760208003,1.601114570370241,1.2988276971007235,2.0,16.0,104.0,306.0,13.0,3.0,4.0,0.8394013978053162,1.0,4.0,1.0,1,66,synthetic_66
9.102417978873657,13.1228755622449,7.088507614510689,3.5032974990858805,3.0,2.0,21.021236430454035,23.38052664286866,20.870394070539884,13.0,4.0,133.0,41.0,10.0,1.0,1.0,0.3034890558971273,0.0,4.0,2.0,0,67,synthetic_67
1.3873793440565452,5.454923423149491,1.75924620319556,4.129834909091608,0.0,2.0,42.24039815239765,37.03920012183717,23.91756824494026,7.0,19.0,141.0,72.0,14.0,3.0,4.0,0.11769587716075783,1.0,2.0,2.0,0,68,synthetic_68
22.6707316979366,4.475620842670952,10.908610318755732,6.7121169643089305,0.0,3.0,1.5282695726094826,61.43110657364283,25.44327570989996,9.0,7.0,124.0,15.0,18.0,2.0,2.0,0.09421268595490445,0.0,2.0,1.0,0,69,synthetic_69
8.397418881207557,17.573745072597124,1.036686833076908,3.80804867325774,3.0,1.0,4.036654839151046,37.562024186160784,43.39555274326353,13.0,13.0,564.0,221.0,19.0,3.0,1.0,0.0635596854878087,0.0,2.0,6.0,0,70,synthetic_70
2.1076972025294296,17.613281990870288,11.507580768638444,45.415028987118305,5.0,1.0,11.358427803850166,48.54347617790178,38.135855217643446,13.0,3.0,254.0,83.0,22.0,4.0,5.0,0.3558801032272441,3.0,0.0,3.0,0,71,synthetic_71
1.0276871018796774,21.17950047367915,1.1323569958555058,1.672714251840003,5.0,0.0,9.5263632193707,12.440482474393008,46.812567913740985,5.0,10.0,209.0,218.0,9.0,3.0,6.0,0.07404481906125611,0.0,2.0,1.0,0,72,synthetic_72
9.44948388743063,25.446159618366362,7.653163687480026,14.868247002254053,3.0,3.0,1.3369030783480549,50.5936370804377,72.38365643934405,2.0,19.0,20.0,355.0,25.0,1.0,1.0,0.2713851891387439,1.0,2.0,5.0,0,73,synthetic_73
7.1354795369352235,8.160932369329037,3.250429751048171,10.566111129786046,4.0,0.0,13.535304023890522,2.50519349274488,83.82852007425824,6.0,14.0,478.0,44.0,7.0,1.0,7.0,0.0922165023027297,0.0,3.0,6.0,1,74,synthetic_74
7.528314543939995,7.961843775511992,15.870485823778099,80.7728433203184,0.0,1.0,2.0333653379246903,67.56150956355648,63.314237191569546,3.0,18.0,490.0,252.0,28.0,3.0,4.0,0.32538525252350464,2.0,0.0,6.0,0,75,synthetic_75
8.376072630217568,17.009499323084874,1.2299841278633648,2.376546913948098,0.0,3.0,2.0269420317571445,23.795150486367884,155.63993625021027,13.0,6.0,313.0,14.0,3.0,4.0,3.0,0.5061221145868903,0.0,1.0,5.0,0,76,synthetic_76
1.3846463275689818,11.497190748878003,3.4213289912000464,10.14515987484861,4.0,2.0,6.159783874326696,50.99692828996556,0.9200422291350013,8.0,18.0,11.0,348.0,20.0,2.0,3.0,0.4515574834301653,0.0,3.0,3.0,0,77,synthetic_77
3.2194633620811626,13.10550648511517,11.450725663768015,69.7811932825343,5.0,3.0,7.190356193495352,18.061829158051392,10.893995535625647,14.0,18.0,21.0,162.0,6.0,4.0,0.0,0.429200962237956,0.0,3.0,6.0,0,78,synthetic_78
1.6157505230222484,16.88619474954205,3.221331799543132,40.12488123936309,2.0,2.0,6.941646764235739,30.94917005160266,0.37958092657078446,4.0,10.0,61.0,315.0,27.0,2.0,3.0,0.06237393969958004,2.0,4.0,2.0,0,79,synthetic_79
10.942647858291114,23.07323476346767,3.977884871143562,33.97326068072359,2.0,2.0,0.7675672237681099,22.421934418763087,52.13164632038758,2.0,4.0,38.0,5.0,21.0,1.0,3.0,0.02776124070152394,1.0,0.0,3.0,0,80,synthetic_80
5.8815059585618705,5.124824071376542,4.5697037143503225,5.9655016706700925,2.0,3.0,16.79459849033139,39.45713504960762,114.15410050332385,1.0,4.0,111.0,32.0,2.0,4.0,1.0,0.3601425070971543,1.0,3.0,7.0,0,81,synthetic_81
3.009094006256505,5.7093678872755635,2.8183832670308524,3.74799065572975,5.0,2.0,2.4696119813361244,2.554646996668685,13.951467213888675,10.0,7.0,521.0,79.0,29.0,2.0,0.0,0.13782462741593368,3.0,1.0,5.0,0,82,synthetic_82
1.3283403290239144,1.9869603918736056,3.963022519024066,22.09119197363567,5.0,0.0,1.1096372877552025,1.8675009395704523,130.88845831118593,1.0,9.0,137.0,76.0,6.0,3.0,2.0,0.16987307989238568,1.0,2.0,3.0,0,83,synthetic_83
2.862441752051769,9.634140266094347,3.6334775854172667,53.007701899199105,4.0,1.0,17.56766478784027,8.514814726197491,3.107995096936032,2.0,5.0,12.0,43.0,3.0,1.0,4.0,0.009493362438391141,0.0,5.0,1.0,0,84,synthetic_84
2.9665710659206566,1.36604104210857,7.942698308447943,16.273008438094845,0.0,2.0,24.925410822026233,5.214344595454501,136.2364461500059,1.0,14.0,76.0,77.0,16.0,3.0,6.0,0.09015986720347423,0.0,0.0,3.0,0,85,synthetic_85
7.539378919788704,7.266069481821096,1.139534385230443,16.95455122917173,4.0,0.0,15.851414275799698,61.62106671007195,21.66412396532692,13.0,15.0,19.0,25.0,8.0,1.0,3.0,0.010276954568273934,0.0,1.0,2.0,0,86,synthetic_86
6.0744467946300995,8.822945856871259,1.9895281776962754,6.569500616213016,4.0,2.0,13.265499757868898,7.423624745416618,5.347023069596843,3.0,16.0,17.0,84.0,2.0,4.0,3.0,0.6340503671810368,1.0,3.0,1.0,0,87,synthetic_87
11.911259562007574,4.376306603145225,10.011988017582794,29.34947516824177,5.0,1.0,8.51930000958896,111.7230842830228,33.26412744497058,1.0,7.0,74.0,248.0,17.0,4.0,2.0,0.08367485489848367,2.0,3.0,4.0,0,88,synthetic_88
4.195330666881549,9.936325301461753,7.629027485360458,4.1415596429214165,2.0,0.0,6.40331825255919,12.32469372994288,14.837928153908594,9.0,7.0,74.0,102.0,9.0,1.0,1.0,0.24448407115665113,0.0,1.0,5.0,0,89,synthetic_89
1.6368619680775094,1.3097506210147454,2.82452578587886,7.821756262384652,1.0,1.0,0.7280391740188065,6.031113119365586,16.764749629583097,8.0,8.0,319.0,7.0,12.0,1.0,0.0,0.011927805504163787,0.0,0.0,5.0,0,90,synthetic_90
7.245631721582997,1.3806349928278938,3.9037990862169316,11.08289100139661,0.0,1.0,4.200115999282119,46.77639292783042,18.35718935806393,1.0,1.0,746.0,87.0,3.0,1.0,2.0,0.32974638288435243,1.0,3.0,3.0,0,91,synthetic_91
8.15196376538432,18.29351369538136,1.9746202596853903,14.16969925289397,5.0,0.0,3.730496629044929,32.25048616024556,81.23415099827118,8.0,14.0,102.0,9.0,11.0,4.0,6.0,0.11703731982969912,1.0,3.0,6.0,0,92,synthetic_92
5.119437474429144,5.4658502420774475,1.6252124843081934,5.552251671392117,2.0,0.0,2.4061793878102757,20.68635326170301,38.73535690691302,12.0,17.0,122.0,513.0,1.0,2.0,6.0,0.6845971483982901,0.0,0.0,1.0,0,93,synthetic_93
8.369449833606822,2.35889041297428,2.8691757964122964,2.439665442882709,1.0,0.0,10.282044639976547,24.31494897346862,18.648034787672625,5.0,2.0,382.0,25.0,23.0,3.0,3.0,0.6570936669611224,1.0,2.0,4.0,0,94,synthetic_94
4.40407365755139,8.386535882790156,2.3078606038502,18.86399314858713,1.0,3.0,5.479459871341229,38.10356819186899,47.12323804772562,0.0,16.0,72.0,189.0,13.0,3.0,3.0,0.11804196796264078,0.0,0.0,1.0,0,95,synthetic_95
4.698394193886335,15.696479404457353,3.628731118019929,6.811267368730835,5.0,0.0,0.6761555778844683,7.780798370601202,62.965586232405066,3.0,3.0,44.0,545.0,15.0,4.0,2.0,0.6936721541433538,1.0,4.0,5.0,0,96,synthetic_96
3.789070969542137,3.4311800342990337,1.2427668532995544,17.40906136584887,3.0,0.0,1.9895700894433317,168.25893696143115,15.915587110402301,14.0,3.0,393.0,267.0,26.0,3.0,5.0,1.6685031708445117,1.0,0.0,1.0,1,97,synthetic_97
1.1287388699505687,10.752196186564928,11.994880367567703,3.353295055413596,0.0,0.0,9.197361020777992,110.41919933670285,26.683316697955107,13.0,13.0,19.0,185.0,5.0,1.0,3.0,0.5236042061826784,0.0,2.0,4.0,0,98,synthetic_98
1.5708371759593291,1.892110289898973,13.851596726657615,13.12242756057055,1.0,0.0,0.6334787215592985,31.522592703976706,6.498947976070027,0.0,8.0,203.0,279.0,21.0,2.0,2.0,0.559050147555609,1.0,1.0,6.0,0,99,synthetic_99
1.1596684064652691,1.530650959103094,4.593591645738368,15.210944962581557,5.0,2.0,15.241588984353639,6.6771533540668,9.992678386106936,13.0,8.0,175.0,605.0,17.0,3.0,2.0,0.08590837797628044,1.0,0.0,3.0,0,100,synthetic_100
6.0586477546377475,8.57908940625521,3.3042353032362697,1.0642930291424266,5.0,3.0,5.467896354496627,34.20443385826106,57.14668463130851,5.0,17.0,94.0,150.0,25.0,2.0,2.0,0.2579039395531996,0.0,1.0,2.0,0,101,synthetic_101
2.886983543975499,8.779104426947422,2.11113790466308,8.207672027608465,2.0,1.0,5.240441099484728,2.2481211550287985,10.010328074182361,13.0,9.0,85.0,127.0,23.0,1.0,3.0,0.020887322177190328,1.0,2.0,1.0,0,102,synthetic_102
4.5521858856709505,11.145374482046158,6.042721502463991,2.886986536638632,3.0,0.0,7.179904612704599,0.9339634957085844,37.239224986605,12.0,3.0,305.0,153.0,24.0,3.0,1.0,0.0299188985544164,2.0,5.0,2.0,0,103,synthetic_103
12.906327649229878,13.949605629166843,4.462988750946447,1.3094451754504977,0.0,2.0,13.929183303555813,8.939362594166896,61.72954997198428,3.0,11.0,28.0,119.0,25.0,4.0,6.0,2.0417253659667844,1.0,1.0,5.0,1,104,synthetic_104
2.4336941149164915,38.23557008699993,1.532420962301465,92.02402622790649,4.0,2.0,3.4193450715617217,18.63165905620317,5.651544176023521,2.0,7.0,64.0,156.0,6.0,2.0,4.0,0.11864221782287679,0.0,3.0,3.0,0,105,synthetic_105
3.641409874413363,8.262911192303562,8.254903275997382,7.782600450388405,2.0,2.0,9.066031183382808,60.81059775572521,41.886943628407344,2.0,1.0,273.0,94.0,28.0,1.0,6.0,0.4137168802887336,2.0,1.0,7.0,0,106,synthetic_106
8.043745737692916,4.900197141059788,6.186983534101815,33.20141227539797,1.0,1.0,6.6727467282797885,38.96708936453667,14.823548004624207,8.0,12.0,168.0,41.0,21.0,2.0,2.0,0.49299933531947837,0.0,5.0,3.0,0,107,synthetic_107
2.29902578458697,16.856539797326864,9.975215575100307,5.877776685868028,1.0,0.0,2.485185164808566,40.72613714247966,164.7431485903963,5.0,15.0,37.0,24.0,22.0,3.0,5.0,0.5856276345429976,0.0,2.0,1.0,0,108,synthetic_108
